,ID,Feature,Time
207,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",50
208,2a6,"(12.314410396329883, -37.34610910618318, 2.225367450629801, 4.546479062592816, -3.40871005689297)",51
209,2a6,"(12.314200700233616, -37.25493103400606, 2.225367450629801, 4.546479062592816, -3.40871005689297)",52
210,2a6,"(12.314200700233616, -37.25493103400606, 2.225367450629801, 4.546479062592816, -3.40871005689297)",53
211,2a6,"(12.314200700233616, -37.25493103400606, 2.225367450629801, 4.546479062592816, -3.40871005689297)",54
212,2a6,"(12.222603242175275, -37.07278455282599, 2.225367450629801, 4.546479062592816, -3.40871005689297)",55
213,2a6,"(12.222603242175275, -37.07278455282599, 2.225367450629801, 4.546479062592816, -3.40871005689297)",56
214,2a6,"(12.222603242175275, -37.07278455282599, 2.225367450629801, 4.546479062592816, -3.40871005689297)",57
215,2a6,"(12.039827719634033, -36.890847732317525, 2.225367450629801, 4.546479062592816, -3.40871005689297)",58
216,2a6,"(12.039827719634033, -36.890847732317525, 2.225367450629801, 4.546479062592816, -3.40871005689297)",59
217,2a6,"(11.947810870501943, -36.52634511025191, 2.225367450629801, 4.546479062592816, -3.40871005689297)",60
218,2a6,"(11.947810870501943, -36.52634511025191, 2.225367450629801, 4.546479062592816, -3.40871005689297)",61
219,2a6,"(11.947810870501943, -36.52634511025191, 2.225367450629801, 4.546479062592816, -3.40871005689297)",62
220,2a6,"(11.76461595522478, -36.162052150666995, 2.225367450629801, 4.546479062592816, -3.40871005689297)",63
221,2a6,"(11.76461595522478, -36.162052150666995, 2.225367450629801, 4.546479062592816, -3.40871005689297)",64
222,2a6,"(11.76461595522478, -36.162052150666995, 2.225367450629801, 4.546479062592816, -3.40871005689297)",65
223,2a6,"(11.76461595522478, -36.162052150666995, 2.225367450629801, 4.546479062592816, -3.40871005689297)",66
224,2a6,"(11.671970017807276, -35.52401531359759, 2.225367450629801, 4.546479062592816, -3.40871005689297)",67
225,2a6,"(11.397177648663568, -34.97757588420856, 2.225367450629801, 4.546479062592816, -3.40871005689297)",68
226,2a6,"(11.397177648663568, -34.97757588420856, 2.225367450629801, 4.546479062592816, -3.40871005689297)",69
227,2a6,"(11.397177648663568, -34.97757588420856, 2.225367450629801, 4.546479062592818, -3.798643204867136)",70
